520467278086041600	SENTIMENT
520562859114508288	SENTIMENT
520608597387276288	SENTIMENT
519633829099606016	SENTIMENT
519877904944349184	SENTIMENT
520589605247393792	SENTIMENT
519673180034572289	SENTIMENT
519843849439809537	SENTIMENT
519198615429197824	SENTIMENT
517995918088753152	SENTIMENT
520576260733673472	SENTIMENT
519864592470900738	SENTIMENT
519841258848911360	SENTIMENT
520202380517060608	SENTIMENT
519775523174481921	SENTIMENT
519510447431876608	SENTIMENT
489353264249729024	SENTIMENT
488955144605028352	SENTIMENT
487620938478129152	SENTIMENT
488270492357623808	SENTIMENT
490060717270503424	SENTIMENT
488071151307227136	SENTIMENT
489720944072851456	SENTIMENT
506790820977332224	SENTIMENT
506949093374312449	SENTIMENT
504997486071930880	SENTIMENT
504937219535421440	SENTIMENT
504595060936040448	SENTIMENT
505759080892604417	SENTIMENT
504976996888485888	SENTIMENT
504958117692837888	SENTIMENT
506161585254309890	SENTIMENT
504657131036217344	SENTIMENT
506771407108591616	SENTIMENT
507418905141596160	SENTIMENT
506418764058226688	SENTIMENT
504865928681897984	SENTIMENT
506196787171184640	SENTIMENT
506367504751820801	SENTIMENT
507234102429626368	SENTIMENT
507137247221518336	SENTIMENT
504678298983870464	SENTIMENT
506097979254923264	SENTIMENT
505812881892737024	SENTIMENT
506383505509863424	SENTIMENT
505345439995289601	SENTIMENT
504971522029527040	SENTIMENT
507253410299523072	SENTIMENT
505772026519642112	SENTIMENT
504990496414896129	SENTIMENT
506877916270305280	SENTIMENT
504914711419559937	SENTIMENT
506368332170158081	SENTIMENT
504627180685766657	SENTIMENT
507144023455191040	SENTIMENT
504603835336110081	SENTIMENT
504961094457511936	SENTIMENT
488972756642697216	SENTIMENT
489760331028496384	SENTIMENT
490061219064463360	SENTIMENT
489703725238595584	SENTIMENT
489214374507479040	SENTIMENT
489673835709730816	SENTIMENT
488972476085706752	SENTIMENT
489736571965681664	SENTIMENT
490061312312213504	SENTIMENT
487702882138198016	SENTIMENT
490061133848797184	SENTIMENT
490062766510981120	SENTIMENT
489764733604855808	SENTIMENT
489800274866106368	SENTIMENT
490049224273571841	SENTIMENT
488588874063839232	SENTIMENT
