520504072034877440	EMOTION
520591050969460736	EMOTION
519852686120718336	EMOTION
520304132154851328	EMOTION
520466437975318528	EMOTION
518017664640233474	EMOTION
520853475702620160	EMOTION
519733074720878593	EMOTION
519398020740546560	EMOTION
519932114926858240	EMOTION
489387974048882689	EMOTION
490036839945105408	EMOTION
489061329752166401	EMOTION
488845007106084864	EMOTION
489746238737108992	EMOTION
489764359858839552	EMOTION
489375833589825536	EMOTION
507124096392790016	EMOTION
506373043040825344	EMOTION
504675158079315969	EMOTION
507243215838121984	EMOTION
507148653665206272	EMOTION
506080193157799936	EMOTION
506424642441977856	EMOTION
504996312195280896	EMOTION
506811034213294080	EMOTION
505421419975815168	EMOTION
505443107564191744	EMOTION
506688234194468864	EMOTION
506038678763106304	EMOTION
506783503401615362	EMOTION
504702488801710081	EMOTION
489760020444512256	EMOTION
487483190991679488	EMOTION
489828323913375744	EMOTION
