520467278086041600	+
520562859114508288	+
520608597387276288	+
519633829099606016	+
519877904944349184	+
520589605247393792	+
519673180034572289	+
519843849439809537	+
519198615429197824	+
517995918088753152	+
520576260733673472	+
519864592470900738	+
519841258848911360	+
520202380517060608	+
519775523174481921	+
519510447431876608	+
489353264249729024	+
488955144605028352	+
487620938478129152	+
488270492357623808	+
490060717270503424	+
488071151307227136	+
489720944072851456	+
506790820977332224	+
506949093374312449	+
504997486071930880	+
504937219535421440	+
504595060936040448	+
505759080892604417	+
504976996888485888	+
504958117692837888	+
506161585254309890	+
504657131036217344	+
506771407108591616	+
507418905141596160	+
506418764058226688	+
504865928681897984	+
506196787171184640	+
506367504751820801	+
507234102429626368	+
507137247221518336	+
504678298983870464	+
506097979254923264	+
505812881892737024	+
506383505509863424	+
505345439995289601	+
504971522029527040	+
507253410299523072	+
505772026519642112	+
504990496414896129	+
506877916270305280	+
504914711419559937	+
506368332170158081	+
504627180685766657	+
507144023455191040	+
504603835336110081	+
504961094457511936	+
488972756642697216	+
489760331028496384	+
490061219064463360	+
489703725238595584	+
489214374507479040	+
489673835709730816	+
488972476085706752	+
489736571965681664	+
490061312312213504	+
487702882138198016	+
490061133848797184	+
490062766510981120	+
489764733604855808	+
489800274866106368	+
490049224273571841	+
488588874063839232	+
